start,duration
2016-12-29,62
2016-12-29,4
2016-12-29,8
2016-12-29,5
2016-12-30,1
2016-12-30,2
2016-12-30,4
2016-12-30,10
2016-12-30,15
2016-12-30,104
2016-12-30,5
2016-12-30,9
2016-12-30,17
2016-12-30,44
2016-12-30,46
2016-12-30,53
2016-12-30,57
2016-12-30,84
2016-12-30,8
2016-12-30,3
2016-12-30,14
2016-12-30,25
2016-12-30,42
2016-12-30,7
2016-12-30,6
2016-12-30,26
