start,duration
2016-02-22,3
2016-02-23,2
2016-02-23,6
2016-02-23,1
2016-02-23,13
2016-02-23,15
2016-02-24,1
2016-02-24,2
2016-02-24,3
2016-02-24,4
2016-02-25,1
2016-02-25,2
2016-02-25,3
2016-02-25,5
2016-02-25,9
2016-02-25,10
2016-02-25,7
2016-02-26,2
2016-02-26,3
2016-02-26,1
2016-02-26,7
2016-02-26,9
2016-02-26,4
2016-02-26,12
2016-02-26,15
2016-02-26,17
2016-02-26,11
2016-02-27,1
2016-02-27,2
2016-02-27,3
2016-02-27,4
2016-02-27,8
2016-02-27,7
2016-02-27,11
2016-02-27,16
2016-02-28,1
2016-02-28,2
2016-02-28,7
2016-02-28,5
2016-02-28,8
2016-02-28,10
2016-02-28,15
2016-02-29,1
2016-02-29,2
2016-02-29,3
2016-02-29,6
2016-02-29,4
2016-02-29,5
2016-02-29,18
2016-02-29,9
2016-02-29,7
2016-02-29,14
2016-03-01,1
2016-03-01,2
2016-03-01,5
2016-03-01,3
2016-03-01,4
2016-03-01,7
2016-03-01,13
2016-03-02,1
2016-03-02,2
2016-03-02,4
2016-03-02,6
2016-03-02,11
2016-03-02,3
2016-03-02,7
2016-03-02,16
2016-03-02,9
2016-03-02,12
2016-03-02,5
2016-03-03,2
2016-03-03,4
2016-03-03,7
2016-03-03,8
2016-03-03,10
2016-03-03,1
2016-03-03,3
2016-03-03,15
2016-03-03,5
2016-03-03,6
2016-03-04,2
2016-03-04,8
2016-03-04,12
2016-03-04,1
2016-03-04,6
2016-03-04,4
2016-03-04,14
2016-03-04,5
2016-03-04,11
2016-03-04,16
2016-03-04,10
2016-03-04,3
2016-03-05,1
2016-03-05,5
2016-03-05,8
2016-03-05,11
2016-03-05,2
2016-03-05,3
2016-03-05,6
2016-03-05,4
2016-03-05,13
2016-03-06,1
2016-03-06,2
2016-03-06,3
2016-03-06,9
2016-03-06,4
2016-03-06,5
2016-03-06,7
2016-03-06,10
2016-03-06,6
2016-03-06,14
2016-03-07,2
2016-03-07,6
2016-03-07,1
2016-03-07,3
2016-03-07,4
2016-03-07,9
2016-03-07,5
2016-03-07,11
2016-03-07,13
2016-03-07,7
2016-03-08,2
2016-03-08,5
2016-03-08,1
2016-03-08,3
2016-03-08,4
2016-03-08,12
2016-03-09,2
2016-03-09,1
2016-03-09,4
2016-03-09,6
2016-03-09,3
2016-03-10,1
2016-03-10,2
2016-03-10,5
2016-03-10,3
2016-03-10,7
2016-03-10,8
2016-03-10,4
2016-03-10,6
2016-03-10,10
2016-03-10,24
2016-03-11,1
2016-03-11,2
2016-03-11,3
2016-03-11,7
2016-03-11,5
2016-03-12,1
2016-03-12,2
2016-03-12,3
2016-03-12,6
2016-03-12,9
2016-03-13,2
2016-03-13,1
2016-03-13,4
2016-03-13,5
2016-03-13,3
2016-03-13,8
2016-03-13,15
2016-03-13,7
2016-03-14,1
2016-03-14,2
2016-03-14,3
2016-03-14,4
2016-03-14,7
2016-03-14,6
2016-03-14,9
2016-03-14,14
2016-03-14,18
2016-03-14,5
2016-03-14,12
2016-03-14,15
2016-03-15,2
2016-03-15,3
2016-03-15,1
2016-03-15,6
2016-03-15,4
2016-03-15,5
2016-03-15,10
2016-03-15,11
2016-03-15,17
2016-03-15,19
2016-03-16,2
2016-03-16,1
2016-03-16,3
2016-03-16,4
2016-03-16,7
2016-03-16,5
2016-03-16,6
2016-03-16,10
2016-03-16,16
2016-03-16,12
2016-03-17,2
2016-03-17,4
2016-03-17,1
2016-03-17,3
2016-03-17,5
2016-03-17,6
2016-03-17,15
2016-03-17,8
2016-03-17,17
2016-03-18,1
2016-03-18,2
2016-03-18,3
2016-03-18,5
2016-03-18,4
2016-03-18,7
2016-03-18,10
2016-03-18,13
2016-03-18,8
2016-03-18,14
2016-03-19,2
2016-03-19,1
2016-03-19,3
2016-03-19,4
2016-03-19,6
2016-03-19,5
2016-03-19,9
2016-03-19,8
2016-03-19,15
2016-03-20,2
2016-03-20,3
2016-03-20,1
2016-03-20,12
2016-03-20,4
2016-03-20,8
2016-03-20,6
2016-03-20,7
2016-03-20,14
2016-03-21,1
2016-03-21,2
2016-03-21,3
2016-03-21,4
2016-03-21,7
2016-03-21,5
2016-03-21,13
2016-03-22,2
2016-03-22,4
2016-03-22,6
2016-03-22,1
2016-03-22,3
2016-03-22,5
2016-03-22,7
2016-03-23,2
2016-03-23,3
2016-03-23,5
2016-03-23,1
2016-03-23,4
2016-03-24,1
2016-03-24,2
2016-03-24,4
2016-03-24,3
2016-03-24,5
2016-03-24,11
2016-03-24,8
2016-03-25,1
2016-03-25,3
2016-03-25,4
2016-03-25,2
2016-03-25,5
2016-03-25,7
2016-03-25,6
2016-03-25,9
2016-03-26,1
2016-03-26,2
2016-03-26,3
2016-03-26,4
2016-03-26,7
2016-03-26,6
2016-03-26,12
2016-03-26,13
2016-03-26,8
2016-03-27,2
2016-03-27,1
2016-03-27,3
2016-03-27,4
2016-03-27,6
2016-03-27,5
2016-03-27,11
2016-03-27,7
2016-03-28,1
2016-03-28,3
2016-03-28,5
2016-03-28,4
2016-03-28,2
2016-03-28,10
2016-03-28,6
2016-03-29,2
2016-03-29,4
2016-03-29,3
2016-03-29,30
2016-03-29,19
2016-03-29,33
2016-03-29,37
2016-03-29,1
2016-03-29,5
2016-03-29,6
2016-03-29,12
2016-03-29,15
2016-03-29,16
2016-03-29,9
2016-03-30,366
2016-03-30,2
2016-03-30,3
2016-03-30,5
2016-03-30,1
2016-03-30,15
2016-03-30,25
2016-03-30,4
2016-03-30,8
2016-03-30,6
2016-03-31,1
2016-03-31,2
2016-03-31,18
2016-03-31,25
2016-03-31,28
2016-03-31,3
2016-03-31,7
2016-03-31,4
2016-03-31,8
2016-03-31,10
2016-03-31,5
2016-04-01,1
2016-04-01,2
2016-04-01,3
2016-04-01,4
2016-04-01,5
2016-04-01,11
2016-04-01,8
2016-04-01,34
2016-04-01,6
2016-04-01,13
2016-04-01,15
2016-04-01,7
2016-04-01,9
2016-04-02,1
2016-04-02,2
2016-04-02,3
2016-04-02,4
2016-04-02,10
2016-04-02,5
2016-04-02,15
2016-04-02,8
2016-04-02,6
2016-04-03,3
2016-04-03,6
2016-04-03,1
2016-04-03,2
2016-04-03,7
2016-04-03,5
2016-04-03,8
2016-04-03,10
2016-04-03,4
2016-04-03,11
2016-04-04,1
2016-04-04,2
2016-04-04,3
2016-04-04,5
2016-04-04,6
2016-04-04,13
2016-04-04,4
2016-04-05,2
2016-04-05,3
2016-04-05,4
2016-04-05,1
2016-04-05,5
2016-04-05,7
2016-04-05,6
2016-04-05,12
2016-04-05,23
2016-04-06,6
2016-04-06,2
2016-04-06,3
2016-04-06,1
2016-04-06,4
2016-04-06,11
2016-04-07,2
2016-04-07,3
2016-04-07,4
2016-04-07,6
2016-04-07,7
2016-04-07,33
2016-04-07,1
2016-04-07,21
2016-04-08,2
2016-04-08,1
2016-04-08,3
2016-04-08,4
2016-04-08,8
2016-04-08,17
2016-04-08,28
2016-04-08,5
2016-04-08,7
2016-04-08,9
2016-04-09,2
2016-04-09,3
2016-04-09,4
2016-04-09,1
2016-04-09,7
2016-04-09,5
2016-04-09,6
2016-04-09,22
2016-04-10,1
2016-04-10,2
2016-04-10,3
2016-04-10,30
2016-04-10,26
2016-04-10,6
2016-04-10,4
2016-04-10,5
2016-04-10,7
2016-04-10,8
2016-04-10,25
2016-04-10,12
2016-04-10,21
2016-04-11,1
2016-04-11,2
2016-04-11,3
2016-04-11,4
2016-04-11,8
2016-04-11,15
2016-04-11,24
2016-04-11,5
2016-04-11,6
2016-04-11,7
2016-04-11,12
2016-04-12,1
2016-04-12,2
2016-04-12,3
2016-04-12,4
2016-04-12,7
2016-04-12,28
2016-04-12,20
2016-04-12,29
2016-04-12,39
2016-04-12,15
2016-04-12,5
2016-04-12,18
2016-04-12,19
2016-04-12,6
2016-04-12,11
2016-04-12,12
2016-04-13,4
2016-04-13,5
2016-04-13,6
2016-04-13,27
2016-04-13,1
2016-04-13,2
2016-04-13,3
2016-04-13,12
2016-04-13,14
2016-04-13,38
2016-04-13,9
2016-04-13,18
2016-04-13,10
2016-04-14,1
2016-04-14,2
2016-04-14,4
2016-04-14,6
2016-04-14,13
2016-04-14,26
2016-04-14,9
2016-04-14,3
2016-04-14,18
2016-04-14,37
2016-04-14,17
2016-04-15,1
2016-04-15,2
2016-04-15,3
2016-04-15,4
2016-04-15,12
2016-04-15,25
2016-04-15,8
2016-04-15,11
2016-04-15,6
2016-04-15,7
2016-04-15,9
2016-04-15,15
2016-04-15,5
2016-04-16,1
2016-04-16,2
2016-04-16,13
2016-04-16,3
2016-04-16,4
2016-04-16,5
2016-04-16,8
2016-04-16,9
2016-04-16,10
2016-04-16,24
2016-04-16,7
2016-04-16,15
2016-04-16,16
2016-04-16,6
2016-04-17,1
2016-04-17,10
2016-04-17,14
2016-04-17,15
2016-04-17,2
2016-04-17,3
2016-04-17,5
2016-04-17,6
2016-04-17,8
2016-04-17,4
2016-04-17,9
2016-04-17,34
2016-04-17,18
2016-04-17,7
2016-04-18,2
2016-04-18,6
2016-04-18,15
2016-04-18,18
2016-04-18,1
2016-04-18,11
2016-04-18,13
2016-04-18,22
2016-04-18,5
2016-04-18,8
2016-04-18,4
2016-04-18,7
2016-04-18,3
2016-04-18,12
2016-04-19,2
2016-04-19,3
2016-04-19,5
2016-04-19,13
2016-04-19,16
2016-04-19,17
2016-04-19,4
2016-04-19,1
2016-04-19,7
2016-04-19,21
2016-04-19,6
2016-04-19,32
2016-04-20,2
2016-04-20,6
2016-04-20,3
2016-04-20,4
2016-04-20,5
2016-04-20,9
2016-04-20,1
2016-04-20,7
2016-04-20,8
2016-04-21,5
2016-04-21,15
2016-04-21,1
2016-04-21,2
2016-04-21,3
2016-04-21,4
2016-04-21,11
2016-04-21,19
2016-04-21,6
2016-04-21,9
2016-04-21,10
2016-04-21,7
2016-04-22,13
2016-04-22,14
2016-04-22,2
2016-04-22,10
2016-04-22,11
2016-04-22,3
2016-04-22,4
2016-04-22,1
2016-04-22,18
2016-04-22,5
2016-04-22,7
2016-04-22,9
2016-04-23,10
2016-04-23,13
2016-04-23,2
2016-04-23,3
2016-04-23,1
2016-04-23,4
2016-04-23,28
2016-04-23,6
2016-04-23,12
2016-04-23,8
2016-04-23,9
2016-04-23,5
2016-04-24,8
2016-04-24,12
2016-04-24,2
2016-04-24,4
2016-04-24,1
2016-04-24,16
2016-04-24,3
2016-04-24,6
2016-04-24,7
2016-04-24,5
2016-04-25,2
2016-04-25,4
2016-04-25,8
2016-04-25,11
2016-04-25,1
2016-04-25,15
2016-04-25,6
2016-04-25,5
2016-04-25,3
2016-04-25,7
2016-04-26,3
2016-04-26,10
2016-04-26,1
2016-04-26,4
2016-04-26,8
2016-04-26,14
2016-04-26,2
2016-04-26,5
2016-04-26,9
2016-04-26,6
2016-04-27,9
2016-04-27,4
2016-04-27,3
2016-04-27,1
2016-04-27,2
2016-04-27,8
2016-04-27,5
2016-04-28,8
2016-04-28,2
2016-04-28,9
2016-04-28,1
2016-04-28,3
2016-04-28,4
2016-04-29,3
2016-04-29,7
2016-04-29,1
2016-04-29,2
2016-04-29,11
2016-04-29,5
2016-04-29,6
2016-04-30,2
2016-04-30,5
2016-04-30,7
2016-04-30,10
2016-04-30,1
2016-04-30,6
2016-04-30,3
2016-05-01,5
2016-05-01,2
2016-05-01,6
2016-05-01,1
2016-05-01,9
2016-05-01,7
2016-05-01,10
2016-05-01,20
2016-05-01,3
2016-05-02,2
2016-05-02,5
2016-05-02,4
2016-05-02,6
2016-05-02,1
2016-05-02,3
2016-05-02,9
2016-05-02,19
2016-05-03,4
2016-05-03,1
2016-05-03,7
2016-05-03,18
2016-05-03,2
2016-05-03,5
2016-05-03,6
2016-05-04,2
2016-05-04,1
2016-05-04,6
2016-05-04,4
2016-05-04,3
2016-05-04,5
2016-05-04,9
2016-05-04,10
2016-05-04,11
2016-05-05,1
2016-05-05,2
2016-05-05,5
2016-05-05,3
2016-05-05,4
2016-05-05,9
2016-05-06,2
2016-05-06,1
2016-05-06,5
2016-05-06,11
2016-05-06,3
2016-05-06,4
2016-05-06,9
2016-05-07,1
2016-05-07,2
2016-05-07,3
2016-05-07,7
2016-05-07,4
2016-05-07,5
2016-05-08,2
2016-05-08,1
2016-05-08,3
2016-05-08,4
2016-05-08,5
2016-05-08,6
2016-05-08,7
2016-05-09,1
2016-05-09,2
2016-05-09,3
2016-05-09,5
2016-05-09,4
2016-05-09,6
2016-05-10,3
2016-05-10,1
2016-05-10,2
2016-05-10,4
2016-05-10,5
2016-05-11,2
2016-05-11,1
2016-05-11,3
2016-05-11,4
2016-05-11,6
2016-05-12,1
2016-05-12,2
2016-05-12,4
2016-05-12,3
2016-05-12,5
2016-05-13,3
2016-05-13,1
2016-05-13,2
2016-05-13,4
2016-05-13,5
2016-05-14,2
2016-05-14,1
2016-05-14,3
2016-05-14,4
2016-05-15,2
2016-05-15,1
2016-05-15,3
2016-05-16,3
2016-05-16,1
2016-05-16,2
2016-05-16,4
2016-05-17,2
2016-05-17,1
2016-05-17,3
2016-05-18,2
2016-05-19,2
2016-05-19,3
2016-05-19,1
2016-05-20,2
2016-05-20,4
2016-05-20,6
2016-05-20,1
2016-05-20,3
2016-05-21,2
2016-05-21,3
2016-05-21,1
2016-05-21,5
2016-05-21,10
2016-05-21,14
2016-05-22,1
2016-05-22,2
2016-05-22,14
2016-05-22,4
2016-05-22,3
2016-05-22,9
2016-05-22,6
2016-05-23,1
2016-05-23,2
2016-05-23,3
2016-05-23,6
2016-05-23,7
2016-05-23,12
2016-05-23,13
2016-05-23,8
2016-05-23,4
2016-05-23,9
2016-05-23,11
2016-05-23,5
2016-05-24,2
2016-05-24,12
2016-05-24,1
2016-05-24,4
2016-05-24,5
2016-05-24,3
2016-05-24,14
2016-05-24,7
2016-05-24,8
2016-05-24,6
2016-05-25,2
2016-05-25,4
2016-05-25,5
2016-05-25,9
2016-05-25,1
2016-05-25,6
2016-05-25,8
2016-05-25,7
2016-05-25,3
2016-05-26,1
2016-05-26,2
2016-05-26,4
2016-05-26,6
2016-05-26,3
2016-05-26,5
2016-05-26,12
2016-05-27,2
2016-05-27,9
2016-05-27,1
2016-05-27,3
2016-05-27,4
2016-05-28,2
2016-05-28,6
2016-05-28,3
2016-05-28,4
2016-05-28,1
2016-05-28,10
2016-05-28,14
2016-05-29,2
2016-05-29,7
2016-05-29,5
2016-05-29,4
2016-05-29,1
2016-05-29,3
2016-05-29,13
2016-05-30,6
2016-05-30,4
2016-05-30,1
2016-05-30,2
2016-05-30,3
2016-05-30,8
2016-05-30,5
2016-05-30,12
2016-05-30,7
2016-05-30,19
2016-05-31,1
2016-05-31,2
2016-05-31,5
2016-05-31,3
2016-05-31,6
2016-06-01,2
2016-06-01,3
2016-06-01,1
2016-06-01,4
2016-06-01,9
2016-06-01,5
2016-06-01,7
2016-06-01,10
2016-06-02,2
2016-06-02,1
2016-06-02,3
2016-06-02,4
2016-06-02,5
2016-06-02,7
2016-06-02,8
2016-06-02,6
2016-06-02,10
2016-06-02,16
2016-06-03,1
2016-06-03,2
2016-06-03,3
2016-06-03,4
2016-06-03,6
2016-06-03,8
2016-06-03,14
2016-06-03,15
2016-06-03,5
2016-06-03,7
2016-06-03,22
2016-06-04,1
2016-06-04,2
2016-06-04,3
2016-06-04,5
2016-06-04,4
2016-06-04,6
2016-06-04,7
2016-06-05,1
2016-06-05,2
2016-06-05,5
2016-06-05,7
2016-06-05,8
2016-06-05,12
2016-06-05,14
2016-06-05,16
2016-06-05,19
2016-06-05,3
2016-06-05,4
2016-06-05,10
2016-06-05,13
2016-06-05,23
2016-06-05,26
2016-06-05,6
2016-06-05,20
2016-06-06,2
2016-06-06,3
2016-06-06,4
2016-06-06,5
2016-06-06,6
2016-06-06,8
2016-06-06,10
2016-06-06,18
2016-06-06,1
2016-06-06,22
2016-06-06,23
2016-06-06,7
2016-06-06,11
2016-06-07,2
2016-06-07,3
2016-06-07,6
2016-06-07,9
2016-06-07,1
2016-06-07,4
2016-06-07,5
2016-06-07,21
2016-06-07,17
2016-06-07,18
2016-06-08,1
2016-06-08,2
2016-06-08,4
2016-06-08,7
2016-06-08,8
2016-06-08,10
2016-06-08,3
2016-06-09,3
2016-06-09,15
2016-06-09,1
2016-06-09,2
2016-06-09,4
2016-06-09,5
2016-06-09,25
2016-06-09,13
2016-06-09,8
2016-06-09,9
2016-06-09,12
2016-06-09,16
2016-06-09,6
2016-06-10,1
2016-06-10,2
2016-06-10,4
2016-06-10,5
2016-06-10,8
2016-06-10,3
2016-06-10,7
2016-06-10,15
2016-06-11,2
2016-06-11,13
2016-06-11,1
2016-06-11,3
2016-06-11,4
2016-06-11,6
2016-06-11,10
2016-06-11,12
2016-06-11,14
2016-06-11,17
2016-06-11,7
2016-06-12,2
2016-06-12,12
2016-06-12,1
2016-06-12,3
2016-06-12,13
2016-06-12,5
2016-06-12,6
2016-06-12,9
2016-06-12,10
2016-06-12,11
2016-06-12,22
2016-06-12,16
2016-06-13,1
2016-06-13,2
2016-06-13,3
2016-06-13,5
2016-06-13,12
2016-06-13,19
2016-06-13,21
2016-06-13,4
2016-06-13,15
2016-06-13,7
2016-06-13,10
2016-06-14,9
2016-06-14,1
2016-06-14,2
2016-06-14,3
2016-06-14,4
2016-06-14,17
2016-06-14,8
2016-06-15,9
2016-06-15,3
2016-06-15,2
2016-06-15,12
2016-06-15,1
2016-06-15,5
2016-06-15,7
2016-06-15,4
2016-06-15,10
2016-06-16,8
2016-06-16,1
2016-06-16,2
2016-06-16,3
2016-06-16,6
2016-06-16,9
2016-06-16,7
2016-06-16,11
2016-06-16,12
2016-06-16,18
2016-06-16,4
2016-06-17,6
2016-06-17,1
2016-06-17,3
2016-06-17,4
2016-06-17,2
2016-06-17,5
2016-06-17,9
2016-06-17,8
2016-06-18,1
2016-06-18,6
2016-06-18,2
2016-06-18,4
2016-06-18,5
2016-06-18,7
2016-06-18,15
2016-06-18,3
2016-06-18,10
2016-06-18,13
2016-06-18,8
2016-06-18,14
2016-06-18,17
2016-06-19,2
2016-06-19,5
2016-06-19,6
2016-06-19,7
2016-06-19,3
2016-06-19,8
2016-06-19,1
2016-06-19,11
2016-06-19,9
2016-06-19,13
2016-06-20,4
2016-06-20,2
2016-06-20,3
2016-06-20,5
2016-06-20,8
2016-06-20,12
2016-06-20,1
2016-06-20,7
2016-06-20,10
2016-06-20,9
2016-06-20,6
2016-06-20,18
2016-06-21,2
2016-06-21,4
2016-06-21,7
2016-06-21,1
2016-06-21,9
2016-06-21,11
2016-06-21,6
2016-06-21,3
2016-06-21,14
2016-06-21,8
2016-06-22,2
2016-06-22,3
2016-06-22,1
2016-06-22,6
2016-06-22,7
2016-06-22,10
2016-06-22,13
2016-06-22,25
2016-06-22,5
2016-06-22,8
2016-06-22,4
2016-06-22,21
2016-06-22,23
2016-06-22,47
2016-06-22,16
2016-06-23,3
2016-06-23,1
2016-06-23,2
2016-06-23,10
2016-06-23,5
2016-06-23,24
2016-06-23,11
2016-06-23,4
2016-06-23,7
2016-06-23,12
2016-06-23,13
2016-06-23,8
2016-06-23,6
2016-06-24,2
2016-06-24,1
2016-06-24,4
2016-06-24,3
2016-06-24,7
2016-06-24,12
2016-06-24,23
2016-06-24,33
2016-06-24,11
2016-06-24,10
2016-06-24,6
2016-06-24,5
2016-06-24,14
2016-06-25,1
2016-06-25,2
2016-06-25,3
2016-06-25,5
2016-06-25,8
2016-06-25,10
2016-06-25,12
2016-06-25,13
2016-06-25,18
2016-06-25,19
2016-06-25,22
2016-06-25,35
2016-06-25,4
2016-06-25,6
2016-06-25,7
2016-06-26,2
2016-06-26,1
2016-06-26,3
2016-06-26,18
2016-06-26,6
2016-06-26,8
2016-06-26,4
2016-06-26,9
2016-06-26,43
2016-06-27,2
2016-06-27,5
2016-06-27,30
2016-06-27,1
2016-06-27,8
2016-06-27,3
2016-06-27,12
2016-06-27,33
2016-06-27,6
2016-06-27,11
2016-06-27,20
2016-06-27,4
2016-06-27,7
2016-06-27,25
2016-06-27,10
2016-06-28,2
2016-06-28,3
2016-06-28,19
2016-06-28,7
2016-06-28,6
2016-06-28,1
2016-06-28,4
2016-06-28,9
2016-06-28,10
2016-06-29,2
2016-06-29,6
2016-06-29,10
2016-06-29,3
2016-06-29,1
2016-06-29,4
2016-06-29,5
2016-06-29,8
2016-06-30,1
2016-06-30,2
2016-06-30,3
2016-06-30,17
2016-06-30,5
2016-06-30,6
2016-06-30,11
2016-06-30,8
2016-07-01,2
2016-07-01,3
2016-07-01,16
2016-07-01,26
2016-07-01,4
2016-07-01,1
2016-07-01,7
2016-07-01,6
2016-07-01,5
2016-07-01,28
2016-07-01,38
2016-07-02,3
2016-07-02,1
2016-07-02,2
2016-07-02,6
2016-07-02,5
2016-07-02,37
2016-07-02,4
2016-07-03,1
2016-07-03,2
2016-07-03,14
2016-07-03,3
2016-07-03,6
2016-07-03,5
2016-07-04,2
2016-07-04,4
2016-07-04,1
2016-07-04,3
2016-07-04,7
2016-07-04,5
2016-07-04,14
2016-07-05,1
2016-07-05,2
2016-07-05,5
2016-07-05,22
2016-07-05,6
2016-07-05,3
2016-07-06,2
2016-07-06,4
2016-07-06,8
2016-07-06,11
2016-07-06,1
2016-07-06,5
2016-07-06,3
2016-07-07,2
2016-07-07,3
2016-07-07,4
2016-07-07,5
2016-07-07,15
2016-07-07,16
2016-07-07,21
2016-07-07,1
2016-07-07,8
2016-07-07,11
2016-07-07,10
2016-07-07,6
2016-07-07,12
2016-07-08,1
2016-07-08,2
2016-07-08,4
2016-07-08,5
2016-07-08,6
2016-07-08,22
2016-07-08,3
2016-07-08,17
2016-07-08,20
2016-07-08,9
2016-07-08,10
2016-07-08,11
2016-07-09,3
2016-07-09,1
2016-07-09,2
2016-07-09,4
2016-07-09,18
2016-07-09,7
2016-07-09,8
2016-07-09,5
2016-07-09,6
2016-07-09,9
2016-07-09,13
2016-07-10,3
2016-07-10,6
2016-07-10,17
2016-07-10,2
2016-07-10,20
2016-07-10,18
2016-07-10,5
2016-07-10,8
2016-07-10,1
2016-07-10,7
2016-07-11,1
2016-07-11,2
2016-07-11,4
2016-07-11,7
2016-07-11,16
2016-07-11,6
2016-07-11,8
2016-07-11,5
2016-07-11,13
2016-07-11,3
2016-07-12,1
2016-07-12,2
2016-07-12,3
2016-07-12,4
2016-07-12,18
2016-07-12,6
2016-07-12,15
2016-07-12,5
2016-07-12,7
2016-07-13,1
2016-07-13,2
2016-07-13,8
2016-07-13,14
2016-07-13,10
2016-07-13,12
2016-07-13,16
2016-07-13,17
2016-07-13,3
2016-07-13,4
2016-07-13,5
2016-07-13,6
2016-07-14,2
2016-07-14,4
2016-07-14,13
2016-07-14,14
